Age,Family size and dependents,Income,Monthly expenses,Existing investments and assets,Debt obligations,Financial goals_buying a house,Financial goals_education,Financial goals_retirement,Financial goals_vacation,Risk tolerance level_high,Risk tolerance level_low,Risk tolerance level_medium,Predicted Investment Return,Investment Category_bonds,Investment Category_mutual funds,Investment Category_real estate,Investment Category_stocks
0.8348289161257327,0.8749202163217895,0.520045089154958,-1.3528726867472123,0.2496363082157562,-1.6881012073947825,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0969602604998699,0.0,0.0,0.0,1.0
1.7261310223848898,0.2737092177643211,0.6262397419271795,0.3225802732614767,-0.3614745060676735,-1.7414394277667442,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0818044278200462,1.0,0.0,0.0,0.0
0.14921191131099648,0.8749202163217895,-1.5586574346179334,-0.06055986004885143,0.20294325895083473,-1.108259176268628,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0076809523785493,1.0,0.0,0.0,0.0
-0.8106518954296342,0.2737092177643211,0.3098440871085429,-1.5467981230743661,-1.303053024274141,-1.1174399903840726,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1118254628029159,1.0,0.0,0.0,0.0
1.109075718051627,-0.9287127793506157,-0.3584555434401262,0.5612577333564353,0.0,0.9961537548506365,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.075799805000382,0.0,0.0,1.0,0.0
-1.2905837987999496,-0.3275017807931473,1.2973676515251866,1.3565875592649648,1.4415839477575974,0.10135638916815055,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0971563612185344,0.0,1.0,0.0,0.0
-0.3992816925407925,0.2737092177643211,0.7845407911996123,0.32964638227744586,1.100259984187747,-1.681244467292839,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0753959707463303,0.0,0.0,0.0,1.0
0.8348289161257327,1.476131214879258,-0.6757595506541706,0.5055139844526785,-0.5657431295247364,-1.720919730809033,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0737716983483683,0.0,1.0,0.0,0.0
-0.5364050935037397,-1.529923777908084,0.31448907094869644,-0.3910967373514091,1.7455125320015263,0.6197331584962502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07570696182964277,0.0,0.0,1.0,0.0
-0.2621582915778452,1.476131214879258,-1.2813622215470784,1.3597280521609512,-0.5549335557447477,1.6430330513103202,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0418070572711723,0.0,1.0,0.0,0.0
-1.0848986973555286,1.476131214879258,-1.1849117126528679,0.08782842928650107,0.2860045984715522,-1.6316738451663664,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0238279037915933,0.0,0.0,0.0,1.0
0.0,-1.529923777908084,-0.37049121267927965,1.709893010063423,-0.012576658410781223,0.6739591462708846,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0293499443438013,0.0,0.0,0.0,1.0
-0.19359659109637162,1.476131214879258,0.9101205098647412,1.4774965357604373,-1.5908713932433094,-0.9336865732731429,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1459466070630457,1.0,0.0,0.0,0.0
0.0,0.2737092177643211,1.25545957510069,0.0,0.12634970759548597,-1.672980291064707,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0229670168658297,1.0,0.0,0.0,0.0
0.9033906166072063,0.0,1.3913201913320254,0.0,-0.1905072705381307,0.8635804893848461,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0403905636457811,1.0,0.0,0.0,0.0
-0.19359659109637162,0.2737092177643211,1.6190482657352867,0.5070842309006717,-1.6167569107868838,-0.5594456985090586,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0885884486607877,0.0,1.0,0.0,0.0
-1.6333923012073177,-1.529923777908084,1.6684296050492746,0.4136545672450793,0.6721254468691698,-0.548200644741871,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07570696182964277,0.0,0.0,0.0,1.0
-0.33071999205931885,1.476131214879258,1.6421699630729398,-0.8872946149172439,1.6106693837320856,-1.047674464252086,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0230961194615743,0.0,0.0,0.0,1.0
-1.7019540016887913,-1.529923777908084,0.7516130168660794,0.580100690732353,1.7436989656364452,0.4066834170971212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1190576138677818,0.0,0.0,1.0,0.0
-0.19359659109637162,0.2737092177643211,0.5329891107895192,1.5779923084319987,-0.1748064544032102,-0.44423081193292546,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1177804301869237,0.0,0.0,1.0,0.0
1.1776374185331007,1.476131214879258,0.7913740785377937,1.5654303368480535,1.1452041090570357,0.006444670914930596,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0355976556305836,0.0,0.0,0.0,1.0
0.2177736117924701,1.476131214879258,1.5683869753186788,-1.613533597114075,0.4236524899709503,0.5846699549012584,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.043299945401319,0.0,0.0,1.0,0.0
0.766267215644259,0.8749202163217895,-1.4303320143939582,-1.2460959282836783,0.590443136030019,0.35883780642787444,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07570696182964277,1.0,0.0,0.0,0.0
-1.7019540016887913,0.8749202163217895,1.0820055563230453,-1.3897734782750513,0.7804869349879007,-0.6164721232937499,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1238507168969217,1.0,0.0,0.0,0.0
-0.3992816925407925,-0.9287127793506157,-0.9809659555111928,1.545802256248139,1.0263526657850333,-0.6059199611579166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1046695549593785,0.0,1.0,0.0,0.0
0.0,-0.3275017807931473,0.7448210182731437,-0.6486171548222854,1.7209449923905953,-0.3610405104434492,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01233498322659,0.0,0.0,1.0,0.0
-1.016336996874055,0.8749202163217895,0.07681040894119529,0.3602661880133123,-1.6270601224728598,-1.3757658693195096,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0627396121353863,0.0,1.0,0.0,0.0
-0.33071999205931885,-1.529923777908084,0.7104274934833846,0.7269187336197124,-1.2648137081248652,1.3691965045021706,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.083895280811524,0.0,0.0,1.0,0.0
1.1776374185331007,0.8749202163217895,0.9663764252621564,1.2286124737535231,-0.9351360727173083,1.1241293956375449,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0281116931975665,0.0,0.0,1.0,0.0
-0.12503489061489798,-0.9287127793506157,-1.2513659481259978,-0.18460932944031014,-1.6349356690839945,-1.6753693236686473,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0672339873162336,1.0,0.0,0.0,0.0
1.5204459209404688,1.476131214879258,-1.7690442360179548,1.2089843931536088,1.197398908166124,-0.8906695511598963,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0901538816233035,0.0,0.0,0.0,1.0
0.01208851034804925,-0.9287127793506157,1.1842984226695379,0.15220853365422016,-1.5553757695750674,0.31154073496678314,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0491065020173098,0.0,0.0,1.0,0.0
1.0405140175701535,1.476131214879258,1.5925615356601,-1.0506002455085313,0.056486103503824554,-0.2611053278629105,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.117141722842573,0.0,0.0,1.0,0.0
0.08065021082952287,1.476131214879258,0.3924215776001615,0.7567534161315822,0.45883567745352494,-0.44262850003541865,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1260674372458208,0.0,0.0,1.0,0.0
0.0,-0.3275017807931473,1.2687751954424635,0.0901837989584908,0.06983826141545184,0.788033648703747,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0485414204151106,0.0,0.0,0.0,1.0
-0.8106518954296342,0.8749202163217895,0.447087876305613,1.083364677314157,-1.2787979208488771,-0.06949192130880531,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1257985731738685,0.0,1.0,0.0,0.0
1.3833225199775216,-1.529923777908084,1.1037647250675868,0.9601003311466949,-1.600686198937897,1.2188173676348066,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0155364849154522,0.0,1.0,0.0,0.0
1.6575693219034162,-1.529923777908084,-1.4679667056855135,-1.23196371025174,-1.5256440548493109,1.3220943088123978,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1256593647933984,0.0,0.0,1.0,0.0
1.1776374185331007,0.2737092177643211,-0.8206004689764695,-1.2877074591554967,0.38173576400416337,-0.6148698113962431,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0229125647501424,0.0,0.0,1.0,0.0
1.7261310223848898,1.476131214879258,0.7366664910870964,-0.07312183163279662,0.17585468253141445,1.4930508836067529,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0124390728764589,0.0,1.0,0.0,0.0
-1.6333923012073177,-1.529923777908084,-0.033513118355607135,1.269438881401345,-0.902007063374984,0.433475226842821,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0962663106661516,0.0,1.0,0.0,0.0
0.6977055151627855,-0.3275017807931473,-0.30397504408828085,-1.4745667864666814,-1.617037025987827,0.6460197347607541,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0707906048632941,1.0,0.0,0.0,0.0
1.6575693219034162,1.476131214879258,-0.6147760739261102,-1.2829967198115173,0.8968568448771881,-0.7936575051491337,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1361835900619249,0.0,0.0,1.0,0.0
-1.3591454992814231,-0.3275017807931473,-0.22889146085877668,0.003035121094871072,-0.6426993941531014,1.6237403499497987,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0544783794136273,0.0,1.0,0.0,0.0
